-100.000 0.912518 -0.00000
-98.9950 -0.121504 -0.00000
-97.9900 2.06444 -0.00000
-96.9849 0.458132 -0.00000
-95.9799 1.82770 -0.00000
-94.9749 1.53343 -0.00000
-93.9698 0.740774 -0.00000
-92.9648 2.11088 -0.00000
-91.9598 -0.290145E-01 -0.00000
-90.9548 1.46409 -0.00000
-89.9497 0.124316 -0.00000
-88.9447 0.267048E-02 -0.00000
-87.9397 0.733994 -0.00000
-86.9347 -1.00821 -0.00000
-85.9296 0.917977 -0.00000
-84.9246 -0.641509 -0.00000
-83.9196 0.442011 -0.00000
-82.9146 0.793244 -0.00000
-81.9095 0.812457E-02 -0.00000
-80.9045 2.06681 -0.00000
-79.8995 0.445697 -0.00000
-78.8945 2.22984 -0.00000
-77.8895 1.68919 -0.00000
-76.8844 1.46186 -0.00000
-75.8794 2.68423 -0.00000
-74.8744 0.729876 -0.00000
-73.8693 2.38619 -0.00000
-72.8643 0.679112 -0.00000
-71.8593 0.838240 -0.00000
-70.8543 0.967308 -0.00000
-69.8492 -0.803565 -0.00000
-68.8442 0.743358 -0.00000
-67.8392 -1.35178 -0.00000
-66.8342 -0.282497 -0.00000
-65.8291 -0.682415 -0.00000
-64.8241 -1.37794 -0.00000
-63.8191 0.256362 -0.00000
-62.8141 -1.48553 -0.00000
-61.8090 0.484228 -0.00000
-60.8040 -0.366668 -0.00000
-59.7990 -0.388706E-01 -0.00000
-58.7940 1.03286 -0.00000
-57.7889 -0.512580 -0.00000
-56.7839 1.43010 -0.00000
-55.7789 -0.304377 -0.00000
-54.7739 0.428042 -0.00000
-53.7688 0.268918 -0.00000
-52.7638 -1.12860 -0.00000
-51.7588 0.261655 -0.00000
-50.7538 -2.01562 -0.00000
-49.7487 -0.811029 -0.00000
-48.7437 -1.80552 -0.00000
-47.7387 -2.30439 -0.00000
-46.7337 -1.15535 -0.00000
-45.7286 -2.96609 -0.00000
-44.7236 -0.964421 -0.00000
-43.7186 -2.15736 -0.00000
-42.7136 -1.35302 -0.00000
-41.7085 -0.517726 -0.00000
-40.7035 -1.57275 -0.00000
-39.6985 0.627926 -0.00000
-38.6935 -0.928865 -0.00000
-37.6884 0.523770 -0.00000
-36.6834 0.315725 -0.00000
-35.6784 -0.374338 -0.00000
-34.6734 1.07983 -0.00000
-33.6683 -0.988764 -0.00000
-32.6633 0.553077 -0.00000
-31.6583 -0.774812 -0.00000
-30.6533 -0.900413 -0.00000
-29.6482 -0.210542 -0.00000
-28.6432 -2.00223 -0.00000
-27.6382 -0.137125 -0.00000
-26.6332 -1.75810 -0.00000
-25.6281 -0.711891 -0.00000
-24.6231 -0.385435 -0.00000
-23.6181 -1.14857 -0.00000
-22.6131 0.963786 -0.00000
-21.6080 -0.558724 -0.00000
-20.6030 1.37029 -0.00000
-19.5980 1.00037 -0.00000
-18.5930 0.984840 -0.00000
-17.5879 2.42411 -0.00000
-16.5829 0.698757 -0.00000
-15.5779 2.57527 -0.00000
-14.5729 1.06241 -0.00000
-13.5678 1.39733 -0.194459E-37
-12.5628 1.65241 -0.840046E-32
-11.5578 -0.210952E-01 -0.130442E-26
-10.5528 1.57750 -0.726305E-22
-9.54774 -0.501983 -0.144549E-17
-8.54271 0.562340 -0.102386E-13
-7.53769 0.127306 -0.256546E-10
-6.53266 -0.597315 -0.225411E-07
-5.52764 1.00162 -0.685080E-05
-4.52261 -0.756161 -0.703839E-03
-3.51759 1.22255 -0.233903E-01
-2.51256 0.400137 -0.226200
-1.50754 0.798601 -0.408519
-0.502513 0.854599 0.658819
0.502513 0.808017 0.658819
1.50754 0.755737 -0.408519
2.51256 0.698127 -0.226200
3.51759 0.635594 -0.233903E-01
4.52261 0.568580 -0.703839E-03
5.52764 0.497555 -0.685080E-05
6.53266 0.423022 -0.225411E-07
7.53769 0.345506 -0.256546E-10
8.54271 0.265553 -0.102386E-13
9.54774 0.183729 -0.144549E-17
10.5528 0.100608 -0.726305E-22
11.5578 0.167772E-01 -0.130442E-26
12.5628 -0.671711E-01 -0.840046E-32
13.5678 -0.150647 -0.194459E-37
14.5729 -0.233059 -0.00000
15.5779 -0.313828 -0.00000
16.5829 -0.392384 -0.00000
17.5879 -0.468173 -0.00000
18.5930 -0.540661 -0.00000
19.5980 -0.609335 -0.00000
20.6030 -0.673713 -0.00000
21.6080 -0.733340 -0.00000
22.6131 -0.787796 -0.00000
23.6181 -0.836696 -0.00000
24.6231 -0.879696 -0.00000
25.6281 -0.916492 -0.00000
26.6332 -0.946826 -0.00000
27.6382 -0.970482 -0.00000
28.6432 -0.987295 -0.00000
29.6482 -0.997146 -0.00000
30.6533 -0.999965 -0.00000
31.6583 -0.995732 -0.00000
32.6633 -0.984477 -0.00000
33.6683 -0.966281 -0.00000
34.6734 -0.941269 -0.00000
35.6784 -0.909621 -0.00000
36.6834 -0.871558 -0.00000
37.6884 -0.827349 -0.00000
38.6935 -0.777305 -0.00000
39.6985 -0.721780 -0.00000
40.7035 -0.661165 -0.00000
41.7085 -0.595888 -0.00000
42.7136 -0.526408 -0.00000
43.7186 -0.453217 -0.00000
44.7236 -0.376829 -0.00000
45.7286 -0.297784 -0.00000
46.7337 -0.216640 -0.00000
47.7387 -0.133966 -0.00000
48.7437 -0.503495E-01 -0.00000
49.7487 0.336225E-01 -0.00000
50.7538 0.117358 -0.00000
51.7588 0.200266 -0.00000
52.7638 0.281762 -0.00000
53.7688 0.361270 -0.00000
54.7739 0.438230 -0.00000
55.7789 0.512101 -0.00000
56.7839 0.582360 -0.00000
57.7889 0.648513 -0.00000
58.7940 0.710092 -0.00000
59.7990 0.766664 -0.00000
60.8040 0.817830 -0.00000
61.8090 0.863228 -0.00000
62.8141 0.902539 -0.00000
63.8191 0.935485 -0.00000
64.8241 0.961834 -0.00000
65.8291 0.981401 -0.00000
66.8342 0.994047 -0.00000
67.8392 0.999683 -0.00000
68.8442 0.998270 -0.00000
69.8492 0.989817 -0.00000
70.8543 0.974384 -0.00000
71.8593 0.952079 -0.00000
72.8643 0.923061 -0.00000
73.8693 0.887533 -0.00000
74.8744 0.845747 -0.00000
75.8794 0.797997 -0.00000
76.8844 0.744619 -0.00000
77.8895 0.685990 -0.00000
78.8945 0.622523 -0.00000
79.8995 0.554668 -0.00000
80.9045 0.482900 -0.00000
81.9095 0.407727 -0.00000
82.9146 0.329679 -0.00000
83.9196 0.249306 -0.00000
84.9246 0.167175 -0.00000
85.9296 0.838651E-01 -0.00000
86.9347 -0.369152E-04 -0.00000
87.9397 -0.839377E-01 -0.00000
88.9447 -0.167247 -0.00000
89.9497 -0.249377 -0.00000
90.9548 -0.329749 -0.00000
91.9598 -0.407794 -0.00000
92.9648 -0.482964 -0.00000
93.9698 -0.554728 -0.00000
94.9749 -0.622580 -0.00000
95.9799 -0.686044 -0.00000
96.9849 -0.744668 -0.00000
97.9900 -0.798041 -0.00000
98.9950 -0.845786 -0.00000
100.000 -0.887567 -0.00000
