0.136609 0.523138 0.822983 0.997077 1.08422 1.09339 1.03086 0.906657 0.734946 0.532781 0.318185 0.108231 0.825769E-01 0.243403 0.367608 0.452718 0.499951 0.513443 0.499320 0.464774 0.417241 0.363748 0.310463 0.262439 0.223536 0.196458 0.182885 0.183651 0.198926 0.228397 0.271417 0.327133 0.394574 0.472714 0.560519 0.656967 0.761068 0.871859 0.988417 1.10985 1.23529 1.36392 1.49492 1.62754 1.76102 1.89466 2.02779 2.15974 2.28993 2.41778 2.54276 2.66438 2.78220 2.89582 3.00488 3.10906 3.20810 3.30177 3.38989 3.47231 3.54893 3.61969 3.68456 3.74355 3.79669 3.84407 3.88577 3.92192 3.95266 3.97816 3.99860 4.01418 4.02511 4.03161 4.03392 4.03226 4.02689 4.01803 4.00595 3.99087 3.97304 3.95269 3.93006 3.90538 3.87885 3.85069 3.82110 3.79027 3.75839 3.72562 3.69214 3.65809 3.62362 3.58885 3.55392 3.51892 3.48396 3.44913 3.41453 3.38020 3.34624 3.31268 3.27959 3.24699 3.21493 3.18344 3.15254 3.12224 3.09256 3.06351 3.03509 3.00729 2.98012 2.95357 2.92763 2.90229 2.87753 2.85335 2.82971 2.80661 2.78403 2.76195 2.74034 2.71919 2.69847 2.67817 2.65827 2.63875 2.61958 2.60075 2.58224 2.56403 2.54611 2.52845 2.51104 2.49387 2.47693 2.46019 2.44364 2.42728 2.41109 2.39506 2.37918 2.36345 2.34785 2.33237 2.31702 2.30177 2.28664 2.27161 2.25667 2.24183 2.22708 2.21241 2.19783 2.18334 2.16892 2.15458 2.14032 2.12614 2.11204 2.09801 2.08406 2.07018 2.05638 2.04266 2.02902 2.01546 2.00198 1.98858 1.97526 1.96203 1.94889 1.93583 1.92286 1.90998 1.89719 1.88449 1.87189 1.85938 1.84697 1.83466 1.82245 1.81035 1.79834 1.78644 1.77464 1.76295 1.75137 1.73989 1.72853 1.71728 1.70613 1.69510 1.68418 1.67338 1.66269 1.65211 1.64165 1.63131
0.431964 0.661399 0.708509 0.729156 0.697563 0.605973 0.459044 0.268778 0.515739E-01 0.174390 0.391510 0.584675 0.742591 0.858451 0.929981 0.958962 0.950400 0.911502 0.850638 0.776401 0.696857 0.619030 0.548609 0.489853 0.445654 0.417697 0.406682 0.412548 0.434698 0.472178 0.523834 0.588412 0.664643 0.751279 0.847123 0.951041 1.06196 1.17886 1.30079 1.42682 1.55608 1.68773 1.82098 1.95506 2.08923 2.22281 2.35512 2.48556 2.61354 2.73851 2.85999 2.97751 3.09067 3.19910 3.30249 3.40055 3.49307 3.57986 3.66077 3.73571 3.80460 3.86744 3.92422 3.97500 4.01986 4.05888 4.09222 4.12001 4.14244 4.15970 4.17199 4.17954 4.18258 4.18135 4.17609 4.16707 4.15452 4.13872 4.11990 4.09832 4.07422 4.04785 4.01944 3.98922 3.95740 3.92419 3.88979 3.85439 3.81818 3.78131 3.74394 3.70623 3.66830 3.63029 3.59230 3.55443 3.51679 3.47946 3.44250 3.40600 3.36999 3.33453 3.29967 3.26544 3.23186 3.19895 3.16674 3.13523 3.10443 3.07433 3.04495 3.01626 2.98827 2.96095 2.93430 2.90830 2.88293 2.85818 2.83402 2.81042 2.78738 2.76486 2.74285 2.72131 2.70024 2.67960 2.65937 2.63954 2.62008 2.60097 2.58219 2.56372 2.54554 2.52764 2.51000 2.49260 2.47542 2.45847 2.44171 2.42514 2.40874 2.39251 2.37644 2.36051 2.34471 2.32905 2.31351 2.29809 2.28278 2.26757 2.25246 2.23745 2.22254 2.20771 2.19298 2.17832 2.16376 2.14927 2.13487 2.12054 2.10630 2.09214 2.07806 2.06406 2.05014 2.03631 2.02255 2.00888 1.99530 1.98180 1.96839 1.95506 1.94183 1.92869 1.91564 1.90268 1.88982 1.87706 1.86440 1.85184 1.83937 1.82701 1.81476 1.80261 1.79056 1.77863 1.76680 1.75509 1.74348 1.73199 1.72061 1.70934 1.69819 1.68716 1.67624 1.66543 1.65475 1.64418 1.63373 1.62340
0.477722 0.170837 0.146577 0.101457 0.444910E-02 0.144005 0.333785 0.548946 0.770959 0.981498 1.16466 1.30852 1.40593 1.45471 1.45709 1.41890 1.34839 1.25511 1.14882 1.03864 0.932456 0.836576 0.755623 0.692623 0.649191 0.625805 0.622083 0.637047 0.669355 0.717470 0.779798 0.854766 0.940877 1.03673 1.14103 1.25259 1.37028 1.49308 1.62001 1.75017 1.88269 2.01673 2.15152 2.28631 2.42039 2.55309 2.68378 2.81186 2.93679 3.05806 3.17521 3.28782 3.39553 3.49802 3.59500 3.68625 3.77159 3.85086 3.92397 3.99086 4.05152 4.10596 4.15422 4.19640 4.23261 4.26298 4.28767 4.30688 4.32080 4.32965 4.33367 4.33309 4.32818 4.31918 4.30636 4.28999 4.27033 4.24764 4.22218 4.19421 4.16398 4.13173 4.09770 4.06211 4.02518 3.98711 3.94811 3.90835 3.86802 3.82726 3.78624 3.74508 3.70393 3.66289 3.62207 3.58157 3.54147 3.50184 3.46276 3.42428 3.38644 3.34930 3.31287 3.27719 3.24228 3.20815 3.17481 3.14227 3.11051 3.07955 3.04936 3.01993 2.99126 2.96333 2.93611 2.90959 2.88374 2.85854 2.83397 2.81000 2.78660 2.76376 2.74144 2.71962 2.69828 2.67739 2.65693 2.63688 2.61720 2.59789 2.57891 2.56025 2.54189 2.52381 2.50600 2.48843 2.47110 2.45398 2.43706 2.42033 2.40379 2.38740 2.37118 2.35511 2.33917 2.32337 2.30769 2.29212 2.27667 2.26133 2.24609 2.23095 2.21591 2.20096 2.18610 2.17133 2.15664 2.14204 2.12753 2.11310 2.09875 2.08449 2.07031 2.05621 2.04220 2.02828 2.01444 2.00069 1.98702 1.97345 1.95997 1.94658 1.93328 1.92008 1.90698 1.89397 1.88107 1.86826 1.85556 1.84296 1.83046 1.81808 1.80580 1.79363 1.78157 1.76962 1.75778 1.74606 1.73445 1.72295 1.71158 1.70032 1.68918 1.67815 1.66725 1.65646 1.64580 1.63526 1.62483 1.61453
0.996943 0.549452 0.549852 0.653207 0.805921 0.994351 1.20361 1.41601 1.61344 1.77979 1.90287 1.97540 1.99535 1.96549 1.89248 1.78568 1.65586 1.51398 1.37027 1.23348 1.11055 1.00644 0.924252 0.865474 0.830272 0.817848 0.826753 0.855162 0.901085 0.962516 1.03754 1.12436 1.22136 1.32707 1.44016 1.55943 1.68378 1.81219 1.94373 2.07751 2.21268 2.34845 2.48406 2.61881 2.75201 2.88303 3.01127 3.13618 3.25725 3.37401 3.48605 3.59299 3.69451 3.79034 3.88024 3.96402 4.04155 4.11273 4.17751 4.23587 4.28784 4.33346 4.37284 4.40609 4.43336 4.45482 4.47067 4.48112 4.48639 4.48675 4.48242 4.47369 4.46082 4.44408 4.42376 4.40011 4.37343 4.34398 4.31202 4.27782 4.24163 4.20369 4.16424 4.12350 4.08168 4.03899 3.99562 3.95174 3.90752 3.86313 3.81869 3.77435 3.73022 3.68640 3.64300 3.60011 3.55779 3.51611 3.47514 3.43491 3.39547 3.35685 3.31907 3.28216 3.24612 3.21096 3.17669 3.14329 3.11076 3.07909 3.04827 3.01827 2.98908 2.96067 2.93303 2.90612 2.87992 2.85440 2.82955 2.80531 2.78168 2.75862 2.73611 2.71411 2.69260 2.67155 2.65094 2.63075 2.61094 2.59150 2.57240 2.55363 2.53516 2.51697 2.49905 2.48137 2.46393 2.44671 2.42970 2.41287 2.39622 2.37974 2.36342 2.34724 2.33121 2.31531 2.29953 2.28387 2.26833 2.25289 2.23756 2.22233 2.20720 2.19216 2.17721 2.16235 2.14758 2.13290 2.11831 2.10380 2.08938 2.07504 2.06079 2.04663 2.03256 2.01857 2.00468 1.99087 1.97716 1.96354 1.95001 1.93658 1.92325 1.91001 1.89688 1.88385 1.87092 1.85809 1.84537 1.83276 1.82025 1.80786 1.79557 1.78340 1.77135 1.75940 1.74758 1.73586 1.72427 1.71280 1.70144 1.69021 1.67909 1.66810 1.65723 1.64648 1.63585 1.62535 1.61497 1.60471
0.232121 0.600908 0.962362 1.23335 1.49048 1.73919 1.97143 2.17480 2.33661 2.44671 2.49926 2.49337 2.43302 2.32617 2.18360 2.01756 1.84042 1.66365 1.49699 1.34806 1.22221 1.12260 1.05054 1.00583 0.987172 0.992567 1.01963 1.06585 1.12875 1.20603 1.29558 1.39554 1.50426 1.62030 1.74237 1.86932 2.00011 2.13379 2.26946 2.40629 2.54348 2.68028 2.81599 2.94994 3.08148 3.21003 3.33503 3.45598 3.57240 3.68389 3.79007 3.89062 3.98526 4.07376 4.15595 4.23168 4.30086 4.36344 4.41942 4.46881 4.51170 4.54817 4.57836 4.60242 4.62054 4.63291 4.63978 4.64136 4.63793 4.62975 4.61709 4.60023 4.57946 4.55507 4.52734 4.49656 4.46301 4.42697 4.38871 4.34848 4.30655 4.26315 4.21852 4.17288 4.12643 4.07938 4.03190 3.98418 3.93636 3.88860 3.84103 3.79377 3.74693 3.70061 3.65490 3.60987 3.56559 3.52212 3.47949 3.43776 3.39696 3.35709 3.31819 3.28026 3.24330 3.20732 3.17230 3.13824 3.10513 3.07293 3.04164 3.01123 2.98168 2.95295 2.92503 2.89788 2.87147 2.84576 2.82074 2.79637 2.77262 2.74945 2.72684 2.70476 2.68317 2.66206 2.64140 2.62115 2.60129 2.58180 2.56266 2.54385 2.52533 2.50711 2.48914 2.47143 2.45394 2.43668 2.41962 2.40274 2.38605 2.36952 2.35315 2.33692 2.32084 2.30488 2.28905 2.27334 2.25774 2.24225 2.22687 2.21158 2.19639 2.18130 2.16630 2.15139 2.13658 2.12185 2.10721 2.09265 2.07819 2.06381 2.04952 2.03533 2.02122 2.00720 1.99328 1.97944 1.96571 1.95206 1.93852 1.92507 1.91173 1.89848 1.88534 1.87231 1.85938 1.84655 1.83384 1.82123 1.80874 1.79636 1.78409 1.77194 1.75991 1.74799 1.73619 1.72452 1.71296 1.70152 1.69021 1.67901 1.66794 1.65700 1.64618 1.63548 1.62491 1.61446 1.60414 1.59394
0.509682 0.614805 1.04797 1.48855 1.87736 2.20848 2.47775 2.67997 2.81085 2.86891 2.85669 2.78098 2.65223 2.48353 2.28923 2.08362 1.87978 1.68874 1.51901 1.37643 1.26432 1.18384 1.13438 1.11414 1.12050 1.15048 1.20098 1.26902 1.35190 1.44718 1.55276 1.66683 1.78784 1.91446 2.04552 2.17997 2.31687 2.45535 2.59461 2.73387 2.87242 3.00955 3.14461 3.27700 3.40611 3.53141 3.65241 3.76863 3.87967 3.98517 4.08479 4.17828 4.26540 4.34598 4.41989 4.48704 4.54739 4.60093 4.64770 4.68779 4.72128 4.74833 4.76910 4.78379 4.79261 4.79579 4.79360 4.78629 4.77415 4.75747 4.73653 4.71164 4.68309 4.65119 4.61623 4.57851 4.53830 4.49590 4.45157 4.40557 4.35816 4.30958 4.26005 4.20980 4.15901 4.10790 4.05662 4.00535 3.95423 3.90341 3.85300 3.80312 3.75387 3.70533 3.65759 3.61071 3.56474 3.51973 3.47573 3.43275 3.39082 3.34995 3.31016 3.27144 3.23378 3.19718 3.16163 3.12710 3.09359 3.06105 3.02947 2.99882 2.96906 2.94017 2.91212 2.88486 2.85837 2.83262 2.80756 2.78317 2.75941 2.73624 2.71364 2.69158 2.67002 2.64894 2.62831 2.60809 2.58827 2.56881 2.54970 2.53092 2.51243 2.49423 2.47629 2.45859 2.44113 2.42388 2.40683 2.38996 2.37327 2.35674 2.34037 2.32414 2.30805 2.29209 2.27625 2.26053 2.24492 2.22942 2.21402 2.19872 2.18351 2.16840 2.15339 2.13846 2.12363 2.10889 2.09423 2.07967 2.06519 2.05080 2.03651 2.02230 2.00819 1.99417 1.98024 1.96641 1.95267 1.93904 1.92550 1.91206 1.89873 1.88550 1.87238 1.85936 1.84645 1.83365 1.82097 1.80839 1.79593 1.78359 1.77136 1.75925 1.74726 1.73539 1.72364 1.71202 1.70051 1.68913 1.67787 1.66674 1.65574 1.64486 1.63410 1.62347 1.61297 1.60260 1.59235 1.58223
0.302696 0.533555 0.956706 1.45237 1.92279 2.32018 2.62558 2.83306 2.94383 2.96436 2.90543 2.78128 2.60844 2.40435 2.18599 1.96871 1.76532 1.58560 1.43617 1.32071 1.24031 1.19408 1.17970 1.19394 1.23321 1.29381 1.37228 1.46547 1.57065 1.68552 1.80814 1.93689 2.07042 2.20760 2.34743 2.48901 2.63155 2.77429 2.91651 3.05754 3.19673 3.33346 3.46713 3.59720 3.72313 3.84444 3.96069 4.07147 4.17643 4.27526 4.36769 4.45351 4.53254 4.60466 4.66980 4.72792 4.77903 4.82316 4.86042 4.89090 4.91478 4.93221 4.94342 4.94862 4.94807 4.94203 4.93079 4.91462 4.89385 4.86877 4.83968 4.80692 4.77078 4.73157 4.68960 4.64518 4.59857 4.55008 4.49997 4.44851 4.39593 4.34248 4.28838 4.23384 4.17905 4.12420 4.06945 4.01497 3.96088 3.90732 3.85439 3.80221 3.75086 3.70042 3.65095 3.60250 3.55514 3.50888 3.46376 3.41980 3.37701 3.33539 3.29494 3.25566 3.21753 3.18053 3.14465 3.10986 3.07613 3.04344 3.01175 2.98102 2.95123 2.92234 2.89430 2.86709 2.84066 2.81498 2.79001 2.76572 2.74207 2.71902 2.69654 2.67460 2.65316 2.63220 2.61168 2.59158 2.57188 2.55253 2.53353 2.51485 2.49646 2.47835 2.46050 2.44289 2.42550 2.40832 2.39134 2.37453 2.35790 2.34143 2.32510 2.30892 2.29287 2.27695 2.26114 2.24545 2.22987 2.21439 2.19902 2.18374 2.16856 2.15347 2.13847 2.12357 2.10875 2.09403 2.07939 2.06484 2.05039 2.03602 2.02174 2.00756 1.99347 1.97947 1.96557 1.95177 1.93806 1.92446 1.91096 1.89755 1.88426 1.87107 1.85799 1.84501 1.83215 1.81940 1.80677 1.79425 1.78184 1.76956 1.75739 1.74534 1.73342 1.72161 1.70993 1.69837 1.68694 1.67564 1.66446 1.65340 1.64248 1.63168 1.62101 1.61047 1.60005 1.58977 1.57961 1.56959
0.171337 0.410876 0.789513 1.22540 1.67997 2.08405 2.39660 2.60147 2.69868 2.69825 2.61637 2.47259 2.28768 2.08183 1.87320 1.67692 1.50452 1.36379 1.25904 1.19155 1.16026 1.16242 1.19430 1.25167 1.33033 1.42630 1.53608 1.65669 1.78564 1.92093 2.06097 2.20447 2.35035 2.49775 2.64588 2.79405 2.94161 3.08793 3.23242 3.37450 3.51360 3.64917 3.78071 3.90771 4.02973 4.14633 4.25713 4.36180 4.46003 4.55158 4.63624 4.71384 4.78429 4.84750 4.90345 4.95216 4.99370 5.02814 5.05563 5.07633 5.09042 5.09813 5.09970 5.09539 5.08548 5.07026 5.05004 5.02514 4.99587 4.96256 4.92553 4.88512 4.84163 4.79538 4.74669 4.69586 4.64318 4.58892 4.53337 4.47678 4.41938 4.36142 4.30310 4.24464 4.18621 4.12799 4.07013 4.01279 3.95608 3.90013 3.84504 3.79090 3.73778 3.68575 3.63487 3.58518 3.53671 3.48950 3.44355 3.39888 3.35549 3.31337 3.27252 3.23291 3.19454 3.15736 3.12137 3.08652 3.05278 3.02012 2.98849 2.95787 2.92821 2.89946 2.87160 2.84457 2.81834 2.79287 2.76812 2.74405 2.72062 2.69779 2.67554 2.65382 2.63260 2.61186 2.59155 2.57166 2.55214 2.53299 2.51417 2.49566 2.47745 2.45950 2.44180 2.42433 2.40708 2.39003 2.37316 2.35648 2.33996 2.32359 2.30736 2.29127 2.27530 2.25946 2.24374 2.22812 2.21261 2.19720 2.18188 2.16667 2.15154 2.13651 2.12157 2.10672 2.09195 2.07728 2.06269 2.04820 2.03379 2.01947 2.00525 1.99112 1.97708 1.96313 1.94929 1.93554 1.92189 1.90834 1.89490 1.88156 1.86833 1.85520 1.84218 1.82928 1.81649 1.80381 1.79125 1.77880 1.76647 1.75427 1.74218 1.73021 1.71837 1.70666 1.69506 1.68360 1.67226 1.66104 1.64996 1.63900 1.62818 1.61748 1.60691 1.59647 1.58616 1.57598 1.56593 1.55602
0.717821 0.372158 0.571398 0.884333 1.23621 1.57121 1.84095 2.01889 2.09896 2.08948 2.00743 1.87391 1.71087 1.53874 1.37490 1.23273 1.12143 1.04616 1.00860 1.00768 1.04038 1.10249 1.18932 1.29613 1.41857 1.55281 1.69569 1.84466 1.99774 2.15344 2.31059 2.46834 2.62597 2.78291 2.93862 3.09263 3.24444 3.39357 3.53955 3.68190 3.82014 3.95381 4.08246 4.20568 4.32307 4.43428 4.53899 4.63692 4.72784 4.81156 4.88793 4.95686 5.01828 5.07220 5.11862 5.15764 5.18935 5.21391 5.23148 5.24227 5.24651 5.24447 5.23641 5.22264 5.20346 5.17918 5.15015 5.11669 5.07914 5.03785 4.99314 4.94536 4.89482 4.84187 4.78680 4.72991 4.67151 4.61187 4.55126 4.48992 4.42811 4.36603 4.30389 4.24190 4.18022 4.11902 4.05845 3.99863 3.93968 3.88172 3.82482 3.76907 3.71453 3.66126 3.60930 3.55868 3.50943 3.46156 3.41507 3.36998 3.32626 3.28391 3.24290 3.20322 3.16483 3.12771 3.09182 3.05711 3.02356 2.99112 2.95974 2.92939 2.90002 2.87159 2.84404 2.81735 2.79146 2.76633 2.74192 2.71819 2.69510 2.67261 2.65069 2.62929 2.60839 2.58795 2.56794 2.54833 2.52910 2.51021 2.49165 2.47339 2.45540 2.43768 2.42019 2.40293 2.38588 2.36901 2.35233 2.33581 2.31945 2.30323 2.28715 2.27120 2.25537 2.23965 2.22404 2.20854 2.19314 2.17784 2.16262 2.14751 2.13248 2.11754 2.10269 2.08792 2.07324 2.05865 2.04415 2.02974 2.01541 2.00118 1.98703 1.97298 1.95902 1.94516 1.93139 1.91773 1.90416 1.89070 1.87734 1.86409 1.85094 1.83790 1.82498 1.81216 1.79946 1.78688 1.77441 1.76206 1.74984 1.73773 1.72574 1.71388 1.70215 1.69054 1.67905 1.66769 1.65647 1.64537 1.63439 1.62355 1.61284 1.60226 1.59181 1.58149 1.57130 1.56125 1.55132 1.54153
0.529605 0.119404 0.303746 0.474236 0.673388 0.878036 1.05304 1.17121 1.22139 1.20715 1.14191 1.04409 0.933102 0.826601 0.738820 0.679796 0.655320 0.667372 0.714872 0.794544 0.901786 1.03143 1.17832 1.33775 1.50569 1.67886 1.85477 2.03157 2.20796 2.38306 2.55628 2.72722 2.89555 3.06101 3.22332 3.38222 3.53737 3.68845 3.83507 3.97687 4.11346 4.24446 4.36949 4.48822 4.60032 4.70550 4.80352 4.89415 4.97724 5.05265 5.12030 5.18015 5.23222 5.27653 5.31318 5.34229 5.36403 5.37857 5.38615 5.38702 5.38143 5.36969 5.35211 5.32900 5.30071 5.26758 5.22997 5.18821 5.14267 5.09370 5.04164 4.98684 4.92964 4.87035 4.80929 4.74677 4.68306 4.61846 4.55321 4.48757 4.42175 4.35599 4.29047 4.22538 4.16087 4.09711 4.03423 3.97234 3.91156 3.85197 3.79365 3.73667 3.68107 3.62691 3.57421 3.52300 3.47328 3.42507 3.37835 3.33311 3.28935 3.24703 3.20613 3.16662 3.12846 3.09161 3.05603 3.02169 2.98852 2.95649 2.92554 2.89564 2.86673 2.83876 2.81169 2.78548 2.76006 2.73540 2.71146 2.68819 2.66556 2.64351 2.62202 2.60104 2.58055 2.56051 2.54088 2.52164 2.50277 2.48423 2.46599 2.44805 2.43037 2.41293 2.39573 2.37873 2.36193 2.34531 2.32885 2.31256 2.29641 2.28039 2.26450 2.24874 2.23308 2.21753 2.20209 2.18674 2.17149 2.15633 2.14126 2.12628 2.11138 2.09657 2.08184 2.06720 2.05264 2.03817 2.02378 2.00948 1.99526 1.98114 1.96711 1.95316 1.93932 1.92556 1.91191 1.89835 1.88489 1.87154 1.85829 1.84515 1.83211 1.81919 1.80638 1.79368 1.78110 1.76863 1.75628 1.74405 1.73194 1.71996 1.70810 1.69636 1.68475 1.67326 1.66191 1.65068 1.63958 1.62861 1.61777 1.60706 1.59648 1.58604 1.57572 1.56554 1.55549 1.54557 1.53578 1.52613
