-100.000 0.438597 -0.00000
-98.9950 0.678862 -0.00000
-97.9900 1.19035 -0.00000
-96.9849 1.12035 -0.00000
-95.9799 1.61400 -0.00000
-94.9749 1.17870 -0.00000
-93.9698 1.63266 -0.00000
-92.9648 0.855449 -0.00000
-91.9598 1.32355 -0.00000
-90.9548 0.297498 -0.00000
-89.9497 0.885980 -0.00000
-88.9447 -0.261724 -0.00000
-87.9397 0.561613 -0.00000
-86.9347 -0.594839 -0.00000
-85.9296 0.538378 -0.00000
-84.9246 -0.570539 -0.00000
-83.9196 0.875642 -0.00000
-82.9146 -0.205677 -0.00000
-81.9095 1.48007 -0.00000
-80.9045 0.340997 -0.00000
-79.8995 2.14170 -0.00000
-78.8945 0.831012 -0.00000
-77.8895 2.61597 -0.00000
-76.8844 1.03990 -0.00000
-75.8794 2.71972 -0.00000
-74.8744 0.845700 -0.00000
-73.8693 2.40331 -0.00000
-72.8643 0.277501 -0.00000
-71.8593 1.77074 -0.00000
-70.8543 -0.494953 -0.00000
-69.8492 1.03972 -0.00000
-68.8442 -1.22666 -0.00000
-67.8392 0.457453 -0.00000
-66.8342 -1.69203 -0.00000
-65.8291 0.204986 -0.00000
-64.8241 -1.77182 -0.00000
-63.8191 0.327718 -0.00000
-62.8141 -1.49828 -0.00000
-61.8090 0.719209 -0.00000
-60.8040 -1.04073 -0.00000
-59.7990 1.16462 -0.00000
-58.7940 -0.637507 -0.00000
-57.7889 1.42666 -0.00000
-56.7839 -0.500744 -0.00000
-55.7789 1.34039 -0.00000
-54.7739 -0.731605 -0.00000
-53.7688 0.879494 -0.00000
-52.7638 -1.27911 -0.00000
-51.7588 0.168128 -0.00000
-50.7538 -1.95882 -0.00000
-49.7487 -0.566385 -0.00000
-48.7437 -2.52405 -0.00000
-47.7387 -1.08155 -0.00000
-46.7337 -2.76175 -0.00000
-45.7286 -1.21383 -0.00000
-44.7236 -2.57547 -0.00000
-43.7186 -0.942110 -0.00000
-42.7136 -2.02283 -0.00000
-41.7085 -0.395486 -0.00000
-40.7035 -1.29299 -0.00000
-39.6985 0.197492 -0.00000
-38.6935 -0.632647 -0.00000
-37.6884 0.598352 -0.00000
-36.6834 -0.249977 -0.00000
-35.6784 0.651854 -0.00000
-34.6734 -0.233811 -0.00000
-33.6683 0.346197 -0.00000
-32.6633 -0.519948 -0.00000
-31.6583 -0.183151 -0.00000
-30.6533 -0.917714 -0.00000
-29.6482 -0.707694 -0.00000
-28.6432 -1.18626 -0.00000
-27.6382 -0.996736 -0.00000
-26.6332 -1.13081 -0.00000
-25.6281 -0.909204 -0.00000
-24.6231 -0.680873 -0.00000
-23.6181 -0.450477 -0.00000
-22.6131 0.802081E-01 -0.00000
-21.6080 0.228297 -0.00000
-20.6030 0.945972 -0.00000
-19.5980 0.887948 -0.00000
-18.5930 1.66594 -0.00000
-17.5879 1.29364 -0.00000
-16.5829 2.04196 -0.00000
-15.5779 1.30565 -0.00000
-14.5729 2.00420 -0.00000
-13.5678 0.932896 -0.194459E-37
-12.5628 1.63711 -0.840046E-32
-11.5578 0.328532 -0.130442E-26
-10.5528 1.14476 -0.726305E-22
-9.54774 -0.271049 -0.144549E-17
-8.54271 0.769980 -0.102386E-13
-7.53769 -0.639445 -0.256546E-10
-6.53266 0.698057 -0.225411E-07
-5.52764 -0.649279 -0.685080E-05
-4.52261 0.983754 -0.703839E-03
-3.51759 -0.322343 -0.233903E-01
-2.51256 1.52941 -0.226200
-1.50754 0.179340 -0.408519
-0.502513 0.854599 0.658819
0.502513 0.808017 0.658819
1.50754 0.755737 -0.408519
2.51256 0.698127 -0.226200
3.51759 0.635594 -0.233903E-01
4.52261 0.568580 -0.703839E-03
5.52764 0.497555 -0.685080E-05
6.53266 0.423022 -0.225411E-07
7.53769 0.345506 -0.256546E-10
8.54271 0.265553 -0.102386E-13
9.54774 0.183729 -0.144549E-17
10.5528 0.100608 -0.726305E-22
